city,country,latitude,longitude,population,no_data,model_score_2026,model_score_2050,2026_thermique_exposure,2026_eau_exposure,2026_feux_exposure,2026_mer_exposure,2026_fleuves_exposure,2026_stabilite_exposure,2050_thermique_exposure,2050_eau_exposure,2050_feux_exposure,2050_mer_exposure,2050_fleuves_exposure,2050_stabilite_exposure
Hālīsahar,IN,22.93,88.42,128172,False,44,43,77.60000000000001,0.0,34.4,12.8,59.199999999999996,8.0,78.0,0.0,34.4,12.8,59.199999999999996,19.2
Serpukhov,RU,54.92,37.42,128158,False,67,53,33.6,2.8000000000000003,8.4,0.0,42.0,45.6,30.8,7.6,9.6,0.0,42.0,70.39999999999999
Rionegro,CO,6.16,-75.37,128153,False,89,79,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,0.0,37.2
Yarkand,CN,38.42,77.24,128145,False,33,31,37.6,100.0,0.0,0.0,32.4,25.6,41.199999999999996,100.0,0.0,0.0,32.4,47.599999999999994
Siheungdong,KR,37.45,126.91,128142,False,69,63,30.8,0.0,4.3999999999999995,17.599999999999998,42.0,25.6,31.6,0.0,5.2,17.599999999999998,42.0,49.6
Khanna,IN,30.7,76.22,128137,False,50,48,60.4,48.8,68.4,0.0,0.0,14.399999999999999,66.0,48.0,68.4,0.0,0.0,34.0
Koidu,SL,8.64,-10.97,128030,False,62,56,57.199999999999996,0.0,38.4,0.0,0.0,16.0,64.4,0.0,38.4,0.0,0.0,37.6
Norman,US,35.22,-97.44,128026,False,67,60,41.6,24.8,17.2,0.0,24.0,35.6,43.6,24.8,16.400000000000002,0.0,24.0,53.2
Mosquera,CO,4.71,-74.23,128012,False,87,72,0.0,0.0,6.0,0.0,0.0,22.8,0.0,0.0,8.799999999999999,0.0,0.0,48.4
Orekhovo-Borisovo Severnoye,RU,55.62,37.68,128000,False,68,54,33.2,0.0,6.0,0.0,33.2,45.2,30.4,0.0,6.800000000000001,0.0,33.2,70.8
Ivanovskoye,RU,55.77,37.83,128000,False,70,57,33.2,0.0,6.0,0.0,0.0,45.6,30.4,0.0,6.800000000000001,0.0,0.0,70.8
Bento Gonçalves,BR,-29.17,-51.52,127977,False,87,77,1.6,0.0,0.0,0.0,7.6,21.6,2.8000000000000003,0.0,0.0,0.0,7.6,39.2
Buôn Hồ,VN,12.95,108.3,127920,False,72,67,34.0,2.0,39.6,0.0,0.0,31.6,42.0,4.0,41.6,0.0,0.0,46.400000000000006
Chũ,VN,21.37,106.57,127881,False,72,66,43.2,0.0,19.6,2.0,0.0,10.0,50.4,0.0,21.2,2.0,0.0,26.8
Västerås,SE,59.62,16.55,127799,False,71,58,27.6,16.400000000000002,8.799999999999999,0.0,22.0,38.800000000000004,24.0,22.400000000000002,11.600000000000001,0.0,22.0,62.0
Seto,JP,35.23,137.1,127792,False,84,73,19.2,0.0,0.0,0.0,0.0,25.2,20.0,0.0,0.0,0.0,0.0,43.6
Alhambra,US,33.5,-112.13,127764,False,30,28,50.8,99.6,33.2,0.0,17.2,36.0,55.2,100.0,32.800000000000004,0.0,17.2,55.60000000000001
Titāgarh,IN,22.74,88.37,127751,False,39,38,80.0,0.0,33.6,47.599999999999994,67.2,7.6,80.0,0.0,34.0,48.4,67.2,18.4
Newcastle under Lyme,GB,53.0,-2.23,127727,False,89,82,15.2,0.0,5.2,0.0,0.0,16.0,13.200000000000001,0.0,7.199999999999999,0.0,0.0,29.599999999999998
Opole,PL,50.67,17.93,127676,False,73,62,20.8,16.0,5.6000000000000005,0.0,32.4,36.0,18.4,22.400000000000002,6.800000000000001,0.0,32.4,56.00000000000001
Worcester,ZA,-33.65,19.45,127597,False,56,53,6.800000000000001,63.6,65.2,0.0,0.0,22.400000000000002,8.0,66.8,66.4,0.0,0.0,43.6
Elbląg,PL,54.15,19.41,127558,False,37,36,21.6,3.2,4.0,91.2,33.6,40.400000000000006,19.2,9.2,6.4,91.2,33.6,60.0
Gaojing,CN,31.32,121.48,127512,False,31,29,22.8,0.0,10.0,100.0,72.39999999999999,9.2,24.4,0.0,11.200000000000001,100.0,72.39999999999999,25.6
Sirajganj,BD,24.46,89.71,127481,False,32,31,71.6,0.0,34.8,0.0,98.8,6.4,78.4,0.0,35.199999999999996,0.0,98.8,18.4
Jequié,BR,-13.86,-40.08,127475,False,67,64,4.0,43.2,32.4,0.0,42.8,20.8,9.6,46.400000000000006,35.6,0.0,42.8,40.400000000000006
Płock,PL,52.55,19.71,127474,False,67,57,23.200000000000003,29.599999999999998,13.600000000000001,0.0,42.0,38.800000000000004,21.2,34.8,18.0,0.0,42.0,59.199999999999996
Siguatepeque,HN,14.6,-87.83,127468,False,78,68,12.0,0.0,35.199999999999996,0.0,0.0,23.200000000000003,25.2,1.2,38.0,0.0,0.0,47.599999999999994
Wałbrzych,PL,50.77,16.28,127431,False,77,65,26.0,5.2,3.5999999999999996,0.0,0.0,35.199999999999996,22.8,12.4,6.800000000000001,0.0,0.0,55.2
Yevlakh,AZ,40.62,47.15,127400,False,41,38,29.2,77.60000000000001,49.2,0.0,59.599999999999994,30.4,34.4,79.60000000000001,48.8,0.0,59.599999999999994,54.400000000000006
Mykilska Borshchahivka,UA,50.43,30.37,127400,False,71,58,26.400000000000002,15.6,16.400000000000002,0.0,1.2,42.8,24.8,23.599999999999998,21.2,0.0,1.2,64.4
Al Manzalah,EG,31.16,31.94,127394,False,25,24,20.0,100.0,0.0,100.0,25.2,22.0,25.2,100.0,0.0,100.0,25.2,37.2
Wau,SS,7.7,27.99,127384,False,45,39,64.0,42.4,71.6,0.0,42.4,18.8,76.0,48.0,74.8,0.0,42.4,38.4
Songnan,CN,31.35,121.48,127347,False,31,30,22.8,0.0,10.0,100.0,69.19999999999999,9.2,24.4,0.0,11.200000000000001,100.0,69.19999999999999,25.6
Södermalm,SE,59.31,18.08,127323,False,70,56,26.400000000000002,6.800000000000001,6.800000000000001,2.4,26.0,41.6,22.400000000000002,13.200000000000001,8.799999999999999,2.8000000000000003,26.0,66.0
Athens,US,33.96,-83.38,127315,False,80,68,29.599999999999998,0.0,0.0,0.0,0.0,28.4,34.0,0.0,0.0,0.0,0.0,50.4
Amaigbo,NG,5.79,7.84,127300,False,55,46,66.4,0.0,41.199999999999996,0.0,16.0,17.599999999999998,78.8,0.0,41.199999999999996,0.0,16.0,36.8
Vila Mariana,BR,-23.59,-46.64,127286,False,88,79,0.4,0.0,6.800000000000001,0.0,0.0,20.0,1.2,0.0,6.800000000000001,0.0,0.0,36.8
Chiang Mai,TH,18.79,98.98,127240,False,45,42,70.39999999999999,37.6,63.2,0.0,50.0,16.0,74.4,35.6,62.8,0.0,50.0,24.4
Lafia,NG,8.49,8.52,127236,False,58,54,61.199999999999996,6.4,51.6,0.0,0.0,17.599999999999998,66.4,7.199999999999999,51.6,0.0,0.0,34.4
Jiangyou,CN,31.77,104.72,127225,False,81,70,16.8,14.799999999999999,16.0,0.0,24.0,21.6,19.6,18.8,19.2,0.0,24.0,41.6
Cikampek,ID,-6.42,107.46,127173,False,61,59,54.0,0.0,27.200000000000003,0.0,36.0,28.799999999999997,55.60000000000001,0.0,30.4,0.0,36.0,47.199999999999996
Mustafābād,IN,28.72,77.27,127167,False,44,42,66.0,47.599999999999994,69.6,0.0,64.8,9.2,70.0,48.4,70.0,0.0,64.8,23.599999999999998
Tengyue,CN,25.0,98.51,127133,False,84,72,4.0,0.0,13.200000000000001,0.0,0.0,27.200000000000003,2.8000000000000003,0.0,15.2,0.0,0.0,47.199999999999996
Shajing,CN,22.75,113.82,127089,False,67,60,43.6,0.0,17.599999999999998,41.6,0.0,22.0,52.0,0.0,19.6,47.199999999999996,0.0,40.400000000000006
Jinfeng,CN,28.24,116.6,127076,False,78,74,34.0,0.0,6.800000000000001,0.0,0.0,17.599999999999998,38.0,0.0,8.4,0.0,0.0,36.4
Sancti Spiritus,CU,21.93,-79.44,127069,False,58,50,63.2,0.0,30.4,0.0,0.0,22.400000000000002,74.8,0.0,31.2,0.0,0.0,40.400000000000006
Mataró,ES,41.54,2.44,126988,False,81,67,11.200000000000001,22.0,18.0,0.4,0.0,26.400000000000002,11.200000000000001,28.000000000000004,23.599999999999998,0.4,0.0,48.8
Barretos,BR,-20.56,-48.57,126957,False,71,66,33.6,6.4,41.199999999999996,0.0,1.6,26.0,43.2,6.0,42.8,0.0,1.6,45.6
Kent,US,47.38,-122.24,126952,False,84,76,15.6,0.0,23.599999999999998,0.0,0.0,21.6,14.399999999999999,0.0,26.400000000000002,0.0,0.0,38.0
Pakokku,MM,21.34,95.08,126938,False,34,32,81.6,64.8,81.2,0.0,54.800000000000004,13.200000000000001,85.2,63.6,80.80000000000001,0.0,54.800000000000004,22.0
Mourom,RU,55.57,42.02,126931,False,58,49,36.0,8.799999999999999,11.200000000000001,0.0,58.4,46.0,34.0,14.399999999999999,14.000000000000002,0.0,58.4,72.0
Daska Kalan,PK,32.32,74.35,126924,False,52,50,56.39999999999999,50.0,64.8,0.0,0.0,21.6,61.6,49.2,64.0,0.0,0.0,41.6
Sertãozinho,BR,-21.14,-47.99,126887,False,78,69,19.2,0.0,31.2,0.0,8.0,26.0,27.200000000000003,0.0,32.800000000000004,0.0,8.0,45.2
Hāthras,IN,27.6,78.05,126882,False,48,47,67.2,48.8,70.8,0.0,0.0,8.4,71.2,47.199999999999996,70.0,0.0,0.0,20.4
Pulong Santa Cruz,PH,14.27,121.08,126844,False,50,43,67.2,0.0,39.6,56.8,0.0,20.0,76.4,0.0,39.2,56.8,0.0,36.4
Klaten,ID,-7.71,110.61,126831,False,62,59,56.8,0.0,35.6,0.0,0.0,26.8,59.599999999999994,0.0,36.4,0.0,0.0,35.6
Khasavyurt,RU,43.25,46.59,126829,False,62,57,25.6,53.6,27.6,0.0,0.0,31.2,27.6,58.8,31.2,0.0,0.0,56.8
Neftekamsk,RU,56.09,54.26,126805,False,65,51,40.8,10.4,13.600000000000001,0.0,20.4,47.599999999999994,39.2,16.400000000000002,15.6,0.0,20.4,72.39999999999999
Villaverde,ES,40.35,-3.7,126802,False,49,45,19.6,73.2,60.8,0.0,0.0,30.8,25.6,76.8,59.199999999999996,0.0,0.0,60.0
Simi Valley,US,34.27,-118.78,126788,False,49,47,11.200000000000001,74.4,72.39999999999999,0.0,0.0,22.8,13.200000000000001,75.6,72.0,0.0,0.0,39.2
Bayawan,PH,9.36,122.8,126744,False,59,55,62.4,0.0,24.0,2.0,0.0,14.799999999999999,68.0,0.0,23.599999999999998,2.4,0.0,32.0
Shakargarh,PK,32.26,75.16,126742,False,57,52,58.4,21.6,48.0,0.0,12.8,21.2,64.4,21.6,48.8,0.0,12.8,41.199999999999996
Jorhat,IN,26.76,94.2,126736,False,60,57,52.800000000000004,0.0,28.4,0.0,54.400000000000006,10.0,58.8,0.0,29.2,0.0,54.400000000000006,24.0
Santa Cruz,PH,14.6,120.98,126735,False,45,37,76.4,0.0,40.8,43.2,0.0,21.2,88.0,0.0,40.8,45.2,0.0,37.2
La Victoria,VE,10.23,-67.33,126721,False,69,57,11.200000000000001,22.0,47.199999999999996,0.0,0.0,25.6,24.0,40.400000000000006,57.599999999999994,0.0,0.0,59.199999999999996
Pakpattan,PK,30.34,73.39,126706,False,28,27,72.8,94.39999999999999,47.599999999999994,0.0,45.6,23.599999999999998,77.60000000000001,94.39999999999999,48.4,0.0,45.6,42.8
Jingzhi,CN,36.31,119.39,126703,False,77,72,31.6,20.4,17.2,0.0,0.0,13.200000000000001,32.4,20.0,17.599999999999998,0.0,0.0,38.4
Danshui,CN,22.8,114.47,126701,False,74,68,38.0,0.0,15.6,2.0,0.0,23.200000000000003,46.0,0.0,17.599999999999998,2.0,0.0,42.4
Circoiscrizione V,IT,45.1,7.66,126666,False,80,67,16.400000000000002,12.8,16.400000000000002,0.0,21.2,26.400000000000002,17.2,17.2,20.4,0.0,21.2,48.0
Solihull,GB,52.41,-1.78,126577,False,87,79,15.6,11.600000000000001,12.8,0.0,0.0,17.2,13.600000000000001,15.6,16.0,0.0,0.0,30.8
East Los Angeles,US,34.02,-118.17,126496,False,46,45,8.0,80.4,63.2,0.0,0.0,24.8,9.6,81.6,63.6,0.0,0.0,40.8
Lalitpur,IN,24.69,78.42,126475,False,57,54,60.4,20.0,57.599999999999994,0.0,0.0,7.199999999999999,64.8,20.0,57.199999999999996,0.0,0.0,18.0
Jombang,ID,-7.55,112.23,126465,False,53,46,62.0,0.0,41.199999999999996,0.0,57.599999999999994,38.0,71.6,0.0,41.6,0.0,57.599999999999994,52.400000000000006
Maxixe,MZ,-23.86,35.35,126408,False,65,62,37.2,35.6,42.8,27.200000000000003,0.0,19.2,44.0,36.4,45.2,27.6,0.0,32.4
Nakhon Ratchasima,TH,14.97,102.1,126391,False,44,39,78.8,35.6,62.0,0.0,0.0,14.000000000000002,86.0,34.4,62.4,0.0,0.0,28.000000000000004
Chinandega,NI,12.63,-87.13,126387,False,56,43,64.0,0.0,47.599999999999994,0.0,0.0,28.799999999999997,84.8,0.0,47.599999999999994,0.0,0.0,44.0
Al Jadīd,LY,27.05,14.4,126386,False,35,33,37.2,100.0,0.0,0.0,0.0,27.6,43.2,100.0,0.0,0.0,0.0,49.2
Lambaré,PY,-25.35,-57.61,126377,False,57,55,35.6,0.0,13.200000000000001,0.0,63.6,23.599999999999998,44.4,0.0,15.2,0.0,63.6,44.4
Macheng,CN,31.18,115.02,126366,False,81,80,30.0,0.0,0.8,0.0,0.0,12.0,30.4,0.0,2.0,0.0,0.0,29.2
Iizuka,JP,33.64,130.69,126364,False,84,73,20.0,0.0,0.8,0.0,0.0,24.0,22.0,0.0,1.6,0.0,0.0,44.4
Hua Hin,TH,12.57,99.96,126355,False,41,32,81.6,49.6,65.2,0.0,0.0,21.2,93.60000000000001,50.4,66.4,0.0,0.0,35.199999999999996
San Carlos del Zulia,VE,9.0,-71.93,126353,False,32,28,100.0,1.6,16.8,0.0,60.8,22.8,100.0,15.2,26.8,0.0,60.8,58.4
Vilkhivskyi,UA,48.54,39.28,126340,False,67,51,31.6,36.8,32.4,0.0,5.2,43.2,32.0,42.8,38.0,0.0,5.2,68.8
Rafah,PS,31.3,34.24,126305,False,37,35,24.4,95.19999999999999,39.2,0.0,0.0,24.0,29.2,96.0,38.4,0.0,0.0,44.0
Ampang,MY,3.15,101.77,126285,False,66,64,54.800000000000004,0.0,0.0,0.0,0.0,15.6,55.2,0.0,0.0,0.0,0.0,33.2
Guntakal,IN,15.17,77.36,126270,False,38,36,63.2,71.6,85.2,0.0,0.0,10.8,66.4,72.8,86.4,0.0,0.0,28.000000000000004
Ālā'ĕr,CN,40.54,81.27,126259,False,28,26,53.2,100.0,0.0,0.0,66.4,26.8,57.199999999999996,100.0,0.0,0.0,66.4,50.4
Santa Clara,US,37.35,-121.96,126215,False,52,50,6.800000000000001,56.39999999999999,72.0,10.0,0.0,19.6,6.800000000000001,57.599999999999994,74.0,10.4,0.0,32.800000000000004
Pithampur,IN,22.6,75.7,126200,False,57,56,42.4,27.200000000000003,62.8,0.0,0.0,10.0,46.400000000000006,26.8,62.4,0.0,0.0,19.6
Paseh,ID,-7.07,107.79,126181,False,81,69,1.6,0.0,23.200000000000003,0.0,0.0,30.4,5.2,0.0,26.0,0.0,0.0,50.8
Mothīhāri,IN,26.65,84.92,126158,False,46,45,72.39999999999999,20.8,51.2,0.0,53.2,6.0,74.8,17.2,50.0,0.0,53.2,14.799999999999999
Koganei,JP,35.7,139.51,126074,False,85,74,18.4,0.0,0.0,0.8,0.0,23.599999999999998,20.4,0.0,0.0,0.8,0.0,42.8
Retiro,ES,40.41,-3.68,126058,False,49,45,19.6,73.2,60.8,0.0,0.0,30.8,25.6,76.8,59.199999999999996,0.0,0.0,60.0
Nossa Senhora de Fátima,CN,22.21,113.55,126000,False,44,39,42.0,0.0,16.0,76.8,41.6,19.6,49.6,0.0,18.0,82.0,41.6,36.8
Sunset Park,US,40.65,-74.01,126000,False,65,56,26.400000000000002,0.0,0.0,49.2,3.5999999999999996,36.8,28.4,0.0,0.0,52.0,3.5999999999999996,62.4
Topeka,US,39.05,-95.68,125963,False,67,59,40.8,9.6,2.0,0.0,44.800000000000004,33.6,43.2,12.4,0.0,0.0,44.800000000000004,55.60000000000001
Orléans,CA,45.46,-75.5,125937,False,69,58,38.0,0.0,0.0,0.0,42.0,36.8,37.2,0.0,0.0,0.0,42.0,62.4
Paek'ak,KP,39.46,125.61,125924,False,74,65,36.4,0.0,3.5999999999999996,14.799999999999999,5.2,24.0,36.4,0.0,5.2,14.799999999999999,5.2,51.2
Huicheng,CN,23.04,116.29,125919,False,72,69,30.0,0.0,17.2,37.6,0.0,20.8,36.4,0.0,18.8,39.2,0.0,38.4
Puerto Ayacucho,VE,5.66,-67.58,125840,False,54,36,64.0,0.0,34.4,0.0,45.2,19.2,90.4,0.0,36.8,0.0,45.2,46.0
Gashua,NG,12.87,11.04,125817,False,32,29,68.4,83.6,79.60000000000001,0.0,65.2,26.0,74.8,84.8,78.0,0.0,65.2,45.2
Les Cayes,HT,18.19,-73.75,125799,False,87,78,5.2,0.0,5.2,9.2,0.0,20.8,9.6,0.0,10.0,10.0,0.0,34.4
Salerne,IT,40.67,14.79,125797,False,80,66,8.0,4.3999999999999995,30.4,0.8,0.0,28.4,10.8,12.4,35.6,0.8,0.0,53.2
Savannakhet,LA,16.57,104.76,125760,False,48,42,72.8,0.0,42.4,0.0,54.800000000000004,15.6,81.2,0.0,43.2,0.0,54.800000000000004,31.6
Ménouf,EG,30.47,30.93,125707,False,29,27,28.799999999999997,100.0,0.0,0.0,95.6,26.400000000000002,34.8,100.0,0.0,0.0,95.6,46.0
Watford,GB,51.66,-0.4,125707,False,84,77,11.600000000000001,21.6,20.0,0.0,0.0,18.8,10.0,25.6,24.4,0.0,0.0,33.2
Guará,BR,-15.81,-47.97,125703,False,78,72,4.3999999999999995,0.0,34.8,0.0,0.0,30.0,8.799999999999999,0.0,36.0,0.0,0.0,43.6
Giresun,TR,40.92,38.39,125682,False,80,66,17.599999999999998,0.0,20.8,0.4,0.0,29.599999999999998,15.6,7.6,26.8,0.4,0.0,54.0
Xiazhen,CN,34.8,117.11,125667,False,59,57,35.199999999999996,28.799999999999997,24.0,0.0,56.00000000000001,13.600000000000001,36.0,27.6,25.2,0.0,56.00000000000001,37.6
Chaeryŏng-ni,KP,38.74,125.23,125631,False,35,33,30.0,0.0,5.6000000000000005,100.0,0.0,20.8,30.0,0.0,7.199999999999999,100.0,0.0,46.400000000000006
Kastamonu,TR,41.38,33.78,125622,False,72,60,28.799999999999997,31.2,36.0,0.0,0.0,30.8,26.400000000000002,38.800000000000004,42.8,0.0,0.0,55.2
Kanhangad,IN,12.31,75.11,125564,False,53,48,70.0,0.0,46.400000000000006,4.3999999999999995,0.0,18.4,76.0,0.0,46.400000000000006,4.8,0.0,34.4
‘Ajlūn,JO,32.33,35.75,125557,False,44,41,10.0,84.39999999999999,56.39999999999999,0.0,0.0,30.0,12.8,86.4,54.800000000000004,0.0,0.0,54.0
Derince,TR,40.76,29.82,125485,False,71,60,12.4,27.6,40.8,3.2,0.0,32.800000000000004,16.0,33.2,44.0,3.5999999999999996,0.0,57.199999999999996
Sukawati,ID,-8.49,115.05,125470,False,88,80,14.000000000000002,0.0,12.8,0.0,0.0,18.0,24.0,0.0,13.600000000000001,0.0,0.0,29.2
Jagdalpur,IN,19.08,82.02,125463,False,67,66,36.0,0.0,41.6,0.0,44.800000000000004,6.4,41.199999999999996,0.0,42.0,0.0,44.800000000000004,22.0
Kuopio,FI,62.89,27.68,125462,False,67,50,36.8,0.0,2.4,0.0,39.6,46.400000000000006,33.2,0.0,2.0,0.0,39.6,77.60000000000001
Bang Sue,TH,13.81,100.53,125440,False,18,16,90.0,6.800000000000001,48.0,100.0,94.0,18.0,100.0,5.6000000000000005,47.599999999999994,100.0,94.0,36.0
Mailsi,PK,29.8,72.17,125431,False,24,23,76.8,100.0,24.4,0.0,71.2,18.4,81.2,100.0,25.6,0.0,71.2,38.800000000000004
Los Ángeles,CL,-37.47,-72.35,125430,False,80,69,6.800000000000001,0.0,30.0,0.0,20.4,21.2,7.199999999999999,0.0,33.6,0.0,20.4,47.599999999999994
Haimen,CN,23.19,116.61,125427,False,37,35,34.4,0.0,16.8,95.6,0.0,20.0,41.199999999999996,0.0,18.4,95.6,0.0,36.4
Karabük,TR,41.2,32.63,125403,False,68,58,19.6,31.6,41.6,0.0,18.8,30.0,19.2,38.800000000000004,49.2,0.0,18.8,57.599999999999994
Ntuzuma,ZA,-29.74,30.95,125394,False,80,70,5.6000000000000005,26.8,27.6,0.4,0.0,24.0,8.799999999999999,30.0,30.8,0.4,0.0,43.2
Tsuruoka,JP,38.72,139.82,125389,False,81,72,27.200000000000003,0.0,0.0,0.0,16.400000000000002,23.200000000000003,26.0,0.0,0.0,0.0,16.400000000000002,42.8
Saint Peters,GB,51.37,1.42,125370,False,39,37,10.8,24.4,19.6,92.80000000000001,0.0,19.6,9.2,28.799999999999997,24.0,92.80000000000001,0.0,34.4
Barbacena,BR,-21.23,-43.77,125317,False,85,76,1.2,0.0,22.8,0.0,0.0,23.599999999999998,2.4,0.0,24.8,0.0,0.0,40.400000000000006
Uruma,JP,26.38,127.86,125303,False,97,97,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0
Debre Tabor,ET,11.85,38.02,125300,False,81,74,0.4,0.0,31.6,0.0,0.0,21.6,0.4,0.0,33.2,0.0,0.0,42.8
Sakiet ed Daier,TN,34.79,10.81,125204,False,37,35,22.8,91.60000000000001,43.6,22.8,0.0,24.0,28.799999999999997,92.0,43.2,24.0,0.0,42.4
Nzega,TZ,-4.22,33.18,125193,False,56,53,10.0,42.0,66.8,0.0,0.0,23.200000000000003,17.2,42.8,68.4,0.0,0.0,41.6
Abilene,US,32.45,-99.73,125182,False,58,56,34.0,57.599999999999994,38.0,0.0,0.0,33.6,37.6,58.8,37.2,0.0,0.0,54.400000000000006
Ban Samae Dam,TH,13.59,100.39,125133,False,18,16,82.8,14.399999999999999,53.6,100.0,88.8,18.8,94.8,14.000000000000002,53.2,100.0,88.8,36.0
Shahecheng,CN,36.94,114.51,125132,False,65,64,38.800000000000004,47.199999999999996,39.2,0.0,0.0,14.000000000000002,39.2,46.400000000000006,38.800000000000004,0.0,0.0,37.2
Kumbo,CM,6.2,10.67,125124,False,76,74,6.0,0.0,40.400000000000006,0.0,0.0,16.8,11.200000000000001,0.0,40.8,0.0,0.0,34.4
Ottawa South,CA,45.39,-75.69,125090,False,69,58,36.8,0.0,0.0,0.0,42.8,36.4,36.4,0.0,0.0,0.0,42.8,62.4
Willemstad,CW,12.12,-68.89,125000,False,55,50,57.199999999999996,51.2,53.2,6.800000000000001,0.0,20.8,60.8,61.6,58.8,6.800000000000001,0.0,41.199999999999996
Bălţi,MD,47.76,27.93,125000,False,69,52,26.400000000000002,31.2,25.2,0.0,0.0,43.2,26.0,38.4,30.4,0.0,0.0,70.8
Dokri,PK,27.37,68.1,125000,False,22,20,90.4,100.0,7.199999999999999,0.0,96.8,22.8,94.39999999999999,100.0,7.199999999999999,0.0,96.8,42.4
Tyoply Stan,RU,55.62,37.49,125000,False,70,56,33.2,0.0,5.2,0.0,6.4,46.0,30.0,0.0,6.4,0.0,6.4,71.2
Az Zulfī,SA,26.3,44.82,125000,False,31,29,55.60000000000001,100.0,32.800000000000004,0.0,0.0,31.2,62.0,100.0,32.4,0.0,0.0,56.8
Sultan Kudarat,PH,7.23,124.26,124965,False,29,26,97.2,0.0,0.0,57.99999999999999,54.0,27.200000000000003,100.0,0.0,0.0,61.199999999999996,54.0,39.6
Bet Shemesh,IL,31.73,34.99,124957,False,51,49,6.0,71.6,66.4,0.0,0.0,27.200000000000003,6.800000000000001,74.0,67.60000000000001,0.0,0.0,49.2
Jagādhri,IN,30.17,77.3,124894,False,57,53,56.39999999999999,10.8,49.2,0.0,45.2,13.600000000000001,61.6,11.600000000000001,49.6,0.0,45.2,31.6
Huixquilucan,MX,19.36,-99.35,124846,False,81,62,3.2,0.0,19.2,0.0,0.0,30.8,2.0,10.0,26.400000000000002,0.0,0.0,62.8
Arapongas,BR,-23.42,-51.42,124838,False,84,75,6.4,0.0,9.6,0.0,0.0,25.6,9.2,0.0,11.600000000000001,0.0,0.0,42.0
Semnan,IR,35.58,53.39,124826,False,37,34,40.0,92.80000000000001,41.199999999999996,0.0,0.0,29.2,45.2,93.60000000000001,41.199999999999996,0.0,0.0,51.6
León,ES,42.6,-5.57,124772,False,65,59,15.2,45.6,50.0,0.0,0.0,23.200000000000003,15.6,50.0,57.599999999999994,0.0,0.0,44.800000000000004
San Francisco de Macorís,DO,19.29,-70.25,124763,False,63,58,59.199999999999996,0.0,0.0,0.0,0.0,22.400000000000002,65.2,0.0,0.0,0.0,0.0,35.6
Yushu,CN,44.83,126.54,124736,False,70,60,43.2,9.6,12.0,0.0,0.0,30.4,42.4,11.200000000000001,12.0,0.0,0.0,60.4
Yuanlin,TW,23.96,120.58,124725,False,75,69,36.4,0.0,29.599999999999998,0.0,0.0,23.599999999999998,44.4,0.0,31.2,0.0,0.0,41.6
Santa Tecla,SV,13.68,-89.28,124694,False,69,61,37.6,0.0,44.800000000000004,0.0,0.0,22.400000000000002,55.2,0.0,46.0,0.0,0.0,47.199999999999996
Sorriso,BR,-12.54,-55.71,124665,False,56,47,59.599999999999994,0.0,44.800000000000004,0.0,36.4,26.400000000000002,72.8,0.0,45.2,0.0,36.4,51.2
Ciudad Valles,MX,22.0,-99.01,124644,False,46,37,80.0,15.6,40.0,0.0,4.3999999999999995,24.0,91.60000000000001,19.6,44.0,0.0,4.3999999999999995,45.2
Ouahigouya,BF,13.58,-2.42,124587,False,37,35,69.6,68.4,85.2,0.0,0.0,26.8,75.6,67.60000000000001,84.8,0.0,0.0,48.0
Poblacion,PH,14.38,121.02,124554,False,48,42,67.2,0.0,39.6,68.4,0.0,20.0,76.4,0.0,39.2,68.4,0.0,36.4
Kashihara-shi,JP,34.51,135.79,124521,False,84,73,18.4,0.0,0.0,0.0,0.0,25.6,18.4,0.0,0.0,0.0,0.0,45.2
Ashmūn,EG,30.3,30.98,124483,False,30,28,29.599999999999998,100.0,0.0,0.0,82.39999999999999,24.0,36.0,100.0,0.0,0.0,82.39999999999999,43.6
Ağrı,TR,39.72,43.04,124483,False,60,55,39.6,34.8,51.6,0.0,17.599999999999998,32.800000000000004,39.2,40.8,55.60000000000001,0.0,17.599999999999998,57.99999999999999
Leeuwarden,NL,53.2,5.81,124481,False,37,36,14.399999999999999,0.0,7.6,100.0,0.0,22.400000000000002,12.4,0.0,9.6,100.0,0.0,37.2
Ben Tre,VN,10.24,106.38,124449,False,41,33,74.0,7.199999999999999,51.2,36.4,68.8,23.599999999999998,85.6,6.800000000000001,50.8,36.8,68.8,35.199999999999996
Monza,IT,45.58,9.27,124398,False,81,68,18.8,0.4,10.4,0.0,0.0,29.2,20.8,3.2,12.4,0.0,0.0,52.0
Mirpur,PK,33.15,73.75,124352,False,58,53,54.400000000000006,18.4,42.0,0.0,44.800000000000004,21.2,60.0,18.4,42.8,0.0,44.800000000000004,42.0
Chía,CO,4.86,-74.06,124309,False,87,72,0.0,0.0,5.6000000000000005,0.0,0.0,22.8,0.0,0.0,8.799999999999999,0.0,0.0,48.4
Olanchito,HN,15.48,-86.57,124286,False,59,50,57.199999999999996,15.6,33.6,0.0,18.8,22.0,66.8,30.0,40.8,0.0,18.8,47.599999999999994
Koreatown,US,34.06,-118.3,124281,False,46,44,6.0,82.0,57.99999999999999,0.4,0.0,23.599999999999998,7.6,82.8,59.199999999999996,0.4,0.0,40.0
